"subject" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featAxis" "count" "average" "featType" "featOperation" "activityName"
"2031" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 0.0963481955263158 "Time" "Mean" "LAYING"
"2032" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.00114529240245614 "Time" "Mean" "LAYING"
"2033" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 0.00328817288070175 "Time" "Mean" "LAYING"
"2034" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.966341054736842 "Time" "SD" "LAYING"
"2035" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.933674494385965 "Time" "SD" "LAYING"
"2036" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.959646055263158 "Time" "SD" "LAYING"
"2037" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.954750504912281 "Time" "Mean" "LAYING"
"2038" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.950341934385965 "Time" "SD" "LAYING"
"2039" 6 "Gravity" "Accelerometer" NA NA "X" 57 -0.47670987877193 "Time" "Mean" "LAYING"
"2040" 6 "Gravity" "Accelerometer" NA NA "Y" 57 0.956593814210526 "Time" "Mean" "LAYING"
"2041" 6 "Gravity" "Accelerometer" NA NA "Z" 57 0.175867709021053 "Time" "Mean" "LAYING"
"2042" 6 "Gravity" "Accelerometer" NA NA "X" 57 -0.887746310350877 "Time" "SD" "LAYING"
"2043" 6 "Gravity" "Accelerometer" NA NA "Y" 57 -0.959161956491228 "Time" "SD" "LAYING"
"2044" 6 "Gravity" "Accelerometer" NA NA "Z" 57 -0.928130738421053 "Time" "SD" "LAYING"
"2045" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 57 -0.918878850824561 "Time" "Mean" "LAYING"
"2046" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 57 -0.897326245964912 "Time" "SD" "LAYING"
"2047" 6 NA "Gyroscope" NA NA "X" 55 -0.939671400545455 "Freq" "Mean" "SITTING"
"2048" 6 NA "Gyroscope" NA NA "Y" 55 -0.943857393090909 "Freq" "Mean" "SITTING"
"2049" 6 NA "Gyroscope" NA NA "Z" 55 -0.934764895454545 "Freq" "Mean" "SITTING"
"2050" 6 NA "Gyroscope" NA NA "X" 55 -0.963407046545455 "Freq" "SD" "SITTING"
"2051" 6 NA "Gyroscope" NA NA "Y" 55 -0.944901470363636 "Freq" "SD" "SITTING"
"2052" 6 NA "Gyroscope" NA NA "Z" 55 -0.947326797818182 "Freq" "SD" "SITTING"
"2053" 6 NA "Gyroscope" NA "Magnitude" NA 55 -0.929725679272727 "Freq" "Mean" "SITTING"
"2054" 6 NA "Gyroscope" NA "Magnitude" NA 55 -0.929549141636364 "Freq" "SD" "SITTING"
"2055" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 55 -0.952034566 "Freq" "Mean" "SITTING"
"2056" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 55 -0.951196693454545 "Freq" "SD" "SITTING"
"2057" 6 "Body" "Accelerometer" NA NA "X" 55 -0.975351454727273 "Freq" "Mean" "SITTING"
"2058" 6 "Body" "Accelerometer" NA NA "Y" 55 -0.928264365454545 "Freq" "Mean" "SITTING"
"2059" 6 "Body" "Accelerometer" NA NA "Z" 55 -0.935798115272727 "Freq" "Mean" "SITTING"
"2060" 6 "Body" "Accelerometer" NA NA "X" 55 -0.982451284727273 "Freq" "SD" "SITTING"
"2061" 6 "Body" "Accelerometer" NA NA "Y" 55 -0.925676956 "Freq" "SD" "SITTING"
"2062" 6 "Body" "Accelerometer" NA NA "Z" 55 -0.925768475636364 "Freq" "SD" "SITTING"
"2063" 6 "Body" "Accelerometer" NA "Magnitude" NA 55 -0.935750391272727 "Freq" "Mean" "SITTING"
"2064" 6 "Body" "Accelerometer" NA "Magnitude" NA 55 -0.939547202909091 "Freq" "SD" "SITTING"
"2065" 6 "Body" "Accelerometer" "Jerk" NA "X" 55 -0.971037479818182 "Freq" "Mean" "SITTING"
"2066" 6 "Body" "Accelerometer" "Jerk" NA "Y" 55 -0.947070821272727 "Freq" "Mean" "SITTING"
"2067" 6 "Body" "Accelerometer" "Jerk" NA "Z" 55 -0.954199785636364 "Freq" "Mean" "SITTING"
"2068" 6 "Body" "Accelerometer" "Jerk" NA "X" 55 -0.971488767454545 "Freq" "SD" "SITTING"
"2069" 6 "Body" "Accelerometer" "Jerk" NA "Y" 55 -0.946880042 "Freq" "SD" "SITTING"
"2070" 6 "Body" "Accelerometer" "Jerk" NA "Z" 55 -0.961636555090909 "Freq" "SD" "SITTING"
"2071" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 55 -0.948348653636364 "Freq" "Mean" "SITTING"
"2072" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 55 -0.947304700363636 "Freq" "SD" "SITTING"
"2073" 6 NA "Gyroscope" NA NA "X" 55 -0.0372442282830909 "Time" "Mean" "SITTING"
"2074" 6 NA "Gyroscope" NA NA "Y" 55 -0.0899083302550909 "Time" "Mean" "SITTING"
"2075" 6 NA "Gyroscope" NA NA "Z" 55 0.0854346006181818 "Time" "Mean" "SITTING"
"2076" 6 NA "Gyroscope" NA NA "X" 55 -0.957367681818182 "Time" "SD" "SITTING"
"2077" 6 NA "Gyroscope" NA NA "Y" 55 -0.944130044727273 "Time" "SD" "SITTING"
"2078" 6 NA "Gyroscope" NA NA "Z" 55 -0.939681350909091 "Time" "SD" "SITTING"
"2079" 6 NA "Gyroscope" NA "Magnitude" NA 55 -0.932703812181818 "Time" "Mean" "SITTING"
"2080" 6 NA "Gyroscope" NA "Magnitude" NA 55 -0.921259472727273 "Time" "SD" "SITTING"
"2081" 6 NA "Gyroscope" "Jerk" NA "X" 55 -0.0936693524363636 "Time" "Mean" "SITTING"
"2082" 6 NA "Gyroscope" "Jerk" NA "Y" 55 -0.0333986700025455 "Time" "Mean" "SITTING"
"2083" 6 NA "Gyroscope" "Jerk" NA "Z" 55 -0.0465504310978182 "Time" "Mean" "SITTING"
"2084" 6 NA "Gyroscope" "Jerk" NA "X" 55 -0.943714804727273 "Time" "SD" "SITTING"
"2085" 6 NA "Gyroscope" "Jerk" NA "Y" 55 -0.961780726363636 "Time" "SD" "SITTING"
"2086" 6 NA "Gyroscope" "Jerk" NA "Z" 55 -0.958787671272727 "Time" "SD" "SITTING"
"2087" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 55 -0.962929227818182 "Time" "Mean" "SITTING"
"2088" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 55 -0.950150571818182 "Time" "SD" "SITTING"
"2089" 6 "Body" "Accelerometer" NA NA "X" 55 0.276778487454545 "Time" "Mean" "SITTING"
"2090" 6 "Body" "Accelerometer" NA NA "Y" 55 -0.0145911615290909 "Time" "Mean" "SITTING"
"2091" 6 "Body" "Accelerometer" NA NA "Z" 55 -0.110127728709091 "Time" "Mean" "SITTING"
"2092" 6 "Body" "Accelerometer" NA NA "X" 55 -0.980164933636364 "Time" "SD" "SITTING"
"2093" 6 "Body" "Accelerometer" NA NA "Y" 55 -0.923682131090909 "Time" "SD" "SITTING"
"2094" 6 "Body" "Accelerometer" NA NA "Z" 55 -0.925797097090909 "Time" "SD" "SITTING"
"2095" 6 "Body" "Accelerometer" NA "Magnitude" NA 55 -0.949543531272727 "Time" "Mean" "SITTING"
"2096" 6 "Body" "Accelerometer" NA "Magnitude" NA 55 -0.931572655636364 "Time" "SD" "SITTING"
"2097" 6 "Body" "Accelerometer" "Jerk" NA "X" 55 0.0754721635223636 "Time" "Mean" "SITTING"
"2098" 6 "Body" "Accelerometer" "Jerk" NA "Y" 55 2.55649800000024e-06 "Time" "Mean" "SITTING"
"2099" 6 "Body" "Accelerometer" "Jerk" NA "Z" 55 0.00623727782090909 "Time" "Mean" "SITTING"
"2100" 6 "Body" "Accelerometer" "Jerk" NA "X" 55 -0.969929476363636 "Time" "SD" "SITTING"
"2101" 6 "Body" "Accelerometer" "Jerk" NA "Y" 55 -0.945143686181818 "Time" "SD" "SITTING"
"2102" 6 "Body" "Accelerometer" "Jerk" NA "Z" 55 -0.958572952545455 "Time" "SD" "SITTING"
"2103" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 55 -0.962733502 "Time" "Mean" "SITTING"
"2104" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 55 -0.948181827818182 "Time" "SD" "SITTING"
"2105" 6 "Gravity" "Accelerometer" NA NA "X" 55 0.933692934909091 "Time" "Mean" "SITTING"
"2106" 6 "Gravity" "Accelerometer" NA NA "Y" 55 0.0682628663363636 "Time" "Mean" "SITTING"
"2107" 6 "Gravity" "Accelerometer" NA NA "Z" 55 0.0695219657167273 "Time" "Mean" "SITTING"
"2108" 6 "Gravity" "Accelerometer" NA NA "X" 55 -0.988872369272727 "Time" "SD" "SITTING"
"2109" 6 "Gravity" "Accelerometer" NA NA "Y" 55 -0.960875994727273 "Time" "SD" "SITTING"
"2110" 6 "Gravity" "Accelerometer" NA NA "Z" 55 -0.955475832363636 "Time" "SD" "SITTING"
"2111" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 55 -0.949543531272727 "Time" "Mean" "SITTING"
"2112" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 55 -0.931572655636364 "Time" "SD" "SITTING"
"2113" 6 NA "Gyroscope" NA NA "X" 57 -0.931612384385965 "Freq" "Mean" "STANDING"
"2114" 6 NA "Gyroscope" NA NA "Y" 57 -0.943273146140351 "Freq" "Mean" "STANDING"
"2115" 6 NA "Gyroscope" NA NA "Z" 57 -0.943239602105263 "Freq" "Mean" "STANDING"
"2116" 6 NA "Gyroscope" NA NA "X" 57 -0.952817395263158 "Freq" "SD" "STANDING"
"2117" 6 NA "Gyroscope" NA NA "Y" 57 -0.942539174210526 "Freq" "SD" "STANDING"
"2118" 6 NA "Gyroscope" NA NA "Z" 57 -0.95445570245614 "Freq" "SD" "STANDING"
"2119" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.926664297017544 "Freq" "Mean" "STANDING"
"2120" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.923108761578947 "Freq" "SD" "STANDING"
"2121" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.955425138245614 "Freq" "Mean" "STANDING"
"2122" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.952088499473684 "Freq" "SD" "STANDING"
"2123" 6 "Body" "Accelerometer" NA NA "X" 57 -0.977100287368421 "Freq" "Mean" "STANDING"
"2124" 6 "Body" "Accelerometer" NA NA "Y" 57 -0.930336471754386 "Freq" "Mean" "STANDING"
"2125" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.942864017017544 "Freq" "Mean" "STANDING"
"2126" 6 "Body" "Accelerometer" NA NA "X" 57 -0.984067374035088 "Freq" "SD" "STANDING"
"2127" 6 "Body" "Accelerometer" NA NA "Y" 57 -0.921449111052631 "Freq" "SD" "STANDING"
"2128" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.922067224210526 "Freq" "SD" "STANDING"
"2129" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.945949804035088 "Freq" "Mean" "STANDING"
"2130" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.94456410754386 "Freq" "SD" "STANDING"
"2131" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.97348053877193 "Freq" "Mean" "STANDING"
"2132" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.951405464912281 "Freq" "Mean" "STANDING"
"2133" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.963743518070175 "Freq" "Mean" "STANDING"
"2134" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.975235677719298 "Freq" "SD" "STANDING"
"2135" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.950681450350877 "Freq" "SD" "STANDING"
"2136" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.969895845789474 "Freq" "SD" "STANDING"
"2137" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.955914005438597 "Freq" "Mean" "STANDING"
"2138" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.95538157877193 "Freq" "SD" "STANDING"
"2139" 6 NA "Gyroscope" NA NA "X" 57 -0.028251913022807 "Time" "Mean" "STANDING"
"2140" 6 NA "Gyroscope" NA NA "Y" 57 -0.0589823639438597 "Time" "Mean" "STANDING"
"2141" 6 NA "Gyroscope" NA NA "Z" 57 0.0767394745964912 "Time" "Mean" "STANDING"
"2142" 6 NA "Gyroscope" NA NA "X" 57 -0.947561298596491 "Time" "SD" "STANDING"
"2143" 6 NA "Gyroscope" NA NA "Y" 57 -0.94248658631579 "Time" "SD" "STANDING"
"2144" 6 NA "Gyroscope" NA NA "Z" 57 -0.947782155964912 "Time" "SD" "STANDING"
"2145" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.939404744385965 "Time" "Mean" "STANDING"
"2146" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.915891572982456 "Time" "SD" "STANDING"
"2147" 6 NA "Gyroscope" "Jerk" NA "X" 57 -0.103292534210526 "Time" "Mean" "STANDING"
"2148" 6 NA "Gyroscope" "Jerk" NA "Y" 57 -0.0428828304736842 "Time" "Mean" "STANDING"
"2149" 6 NA "Gyroscope" "Jerk" NA "Z" 57 -0.0506432189438597 "Time" "Mean" "STANDING"
"2150" 6 NA "Gyroscope" "Jerk" NA "X" 57 -0.946423593157895 "Time" "SD" "STANDING"
"2151" 6 NA "Gyroscope" "Jerk" NA "Y" 57 -0.962422163684211 "Time" "SD" "STANDING"
"2152" 6 NA "Gyroscope" "Jerk" NA "Z" 57 -0.962758177192982 "Time" "SD" "STANDING"
"2153" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.963406222982456 "Time" "Mean" "STANDING"
"2154" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.952536233859649 "Time" "SD" "STANDING"
"2155" 6 "Body" "Accelerometer" NA NA "X" 57 0.280346248596491 "Time" "Mean" "STANDING"
"2156" 6 "Body" "Accelerometer" NA NA "Y" 57 -0.0181236327175439 "Time" "Mean" "STANDING"
"2157" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.112172831947368 "Time" "Mean" "STANDING"
"2158" 6 "Body" "Accelerometer" NA NA "X" 57 -0.981758159649123 "Time" "SD" "STANDING"
"2159" 6 "Body" "Accelerometer" NA NA "Y" 57 -0.921493191754386 "Time" "SD" "STANDING"
"2160" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.925692371929825 "Time" "SD" "STANDING"
"2161" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.945022876491228 "Time" "Mean" "STANDING"
"2162" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.939310249649123 "Time" "SD" "STANDING"
"2163" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 0.0730699604561403 "Time" "Mean" "STANDING"
"2164" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 0.00871883993421053 "Time" "Mean" "STANDING"
"2165" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.00481712245438596 "Time" "Mean" "STANDING"
"2166" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.973132635789474 "Time" "SD" "STANDING"
"2167" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.949362277017544 "Time" "SD" "STANDING"
"2168" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.967547241754386 "Time" "SD" "STANDING"
"2169" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.967102436140351 "Time" "Mean" "STANDING"
"2170" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.956099145964912 "Time" "SD" "STANDING"
"2171" 6 "Gravity" "Accelerometer" NA NA "X" 57 0.945139003859649 "Time" "Mean" "STANDING"
"2172" 6 "Gravity" "Accelerometer" NA NA "Y" 57 -0.230251036140351 "Time" "Mean" "STANDING"
"2173" 6 "Gravity" "Accelerometer" NA NA "Z" 57 0.0139193473596491 "Time" "Mean" "STANDING"
"2174" 6 "Gravity" "Accelerometer" NA NA "X" 57 -0.985583066842105 "Time" "SD" "STANDING"
"2175" 6 "Gravity" "Accelerometer" NA NA "Y" 57 -0.96844910122807 "Time" "SD" "STANDING"
"2176" 6 "Gravity" "Accelerometer" NA NA "Z" 57 -0.942795062280702 "Time" "SD" "STANDING"
"2177" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 57 -0.945022876491228 "Time" "Mean" "STANDING"
"2178" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 57 -0.939310249649123 "Time" "SD" "STANDING"
"2179" 6 NA "Gyroscope" NA NA "X" 57 -0.239650710533333 "Freq" "Mean" "WALKING"
"2180" 6 NA "Gyroscope" NA NA "Y" 57 -0.341378429473684 "Freq" "Mean" "WALKING"
"2181" 6 NA "Gyroscope" NA NA "Z" 57 -0.203575458733333 "Freq" "Mean" "WALKING"
"2182" 6 NA "Gyroscope" NA NA "X" 57 -0.515323854385965 "Freq" "SD" "WALKING"
"2183" 6 NA "Gyroscope" NA NA "Y" 57 -0.332008706842105 "Freq" "SD" "WALKING"
"2184" 6 NA "Gyroscope" NA NA "Z" 57 -0.512209233508772 "Freq" "SD" "WALKING"
"2185" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.329681123368421 "Freq" "Mean" "WALKING"
"2186" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.510648322631579 "Freq" "SD" "WALKING"
"2187" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.366500534122807 "Freq" "Mean" "WALKING"
"2188" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.408078906482456 "Freq" "SD" "WALKING"
"2189" 6 "Body" "Accelerometer" NA NA "X" 57 -0.187934323140351 "Freq" "Mean" "WALKING"
"2190" 6 "Body" "Accelerometer" NA NA "Y" 57 0.140781621991228 "Freq" "Mean" "WALKING"
"2191" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.498520164385965 "Freq" "Mean" "WALKING"
"2192" 6 "Body" "Accelerometer" NA NA "X" 57 -0.34522769 "Freq" "SD" "WALKING"
"2193" 6 "Body" "Accelerometer" NA NA "Y" 57 0.101699642168947 "Freq" "SD" "WALKING"
"2194" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.550474621754386 "Freq" "SD" "WALKING"
"2195" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.201386607649123 "Freq" "Mean" "WALKING"
"2196" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.421683093508772 "Freq" "SD" "WALKING"
"2197" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.150942917824561 "Freq" "Mean" "WALKING"
"2198" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.0753742321614035 "Freq" "Mean" "WALKING"
"2199" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.541438616140351 "Freq" "Mean" "WALKING"
"2200" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.19269469414386 "Freq" "SD" "WALKING"
"2201" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 0.0314450678263158 "Freq" "SD" "WALKING"
"2202" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.608624354210526 "Freq" "SD" "WALKING"
"2203" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.055401423331579 "Freq" "Mean" "WALKING"
"2204" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.0964999702982456 "Freq" "SD" "WALKING"
"2205" 6 NA "Gyroscope" NA NA "X" 57 -0.025509618645614 "Time" "Mean" "WALKING"
"2206" 6 NA "Gyroscope" NA NA "Y" 57 -0.0744462466 "Time" "Mean" "WALKING"
"2207" 6 NA "Gyroscope" NA NA "Z" 57 0.0838808799280702 "Time" "Mean" "WALKING"
"2208" 6 NA "Gyroscope" NA NA "X" 57 -0.446020952631579 "Time" "SD" "WALKING"
"2209" 6 NA "Gyroscope" NA NA "Y" 57 -0.331702267894737 "Time" "SD" "WALKING"
"2210" 6 NA "Gyroscope" NA NA "Z" 57 -0.383139334736842 "Time" "SD" "WALKING"
"2211" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.281207841122807 "Time" "Mean" "WALKING"
"2212" 6 NA "Gyroscope" NA "Magnitude" NA 57 -0.36560291677193 "Time" "SD" "WALKING"
"2213" 6 NA "Gyroscope" "Jerk" NA "X" 57 -0.0878891090105263 "Time" "Mean" "WALKING"
"2214" 6 NA "Gyroscope" "Jerk" NA "Y" 57 -0.0362308971842105 "Time" "Mean" "WALKING"
"2215" 6 NA "Gyroscope" "Jerk" NA "Z" 57 -0.0539597284210526 "Time" "Mean" "WALKING"
"2216" 6 NA "Gyroscope" "Jerk" NA "X" 57 -0.18260093354386 "Time" "SD" "WALKING"
"2217" 6 NA "Gyroscope" "Jerk" NA "Y" 57 -0.416390246140351 "Time" "SD" "WALKING"
"2218" 6 NA "Gyroscope" "Jerk" NA "Z" 57 -0.166684422233333 "Time" "SD" "WALKING"
"2219" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.321290483140351 "Time" "Mean" "WALKING"
"2220" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 57 -0.364708342315789 "Time" "SD" "WALKING"
"2221" 6 "Body" "Accelerometer" NA NA "X" 57 0.283658868070175 "Time" "Mean" "WALKING"
"2222" 6 "Body" "Accelerometer" NA NA "Y" 57 -0.0168954189082456 "Time" "Mean" "WALKING"
"2223" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.110303165877193 "Time" "Mean" "WALKING"
"2224" 6 "Body" "Accelerometer" NA NA "X" 57 -0.296538717368421 "Time" "SD" "WALKING"
"2225" 6 "Body" "Accelerometer" NA NA "Y" 57 0.164213884996491 "Time" "SD" "WALKING"
"2226" 6 "Body" "Accelerometer" NA NA "Z" 57 -0.504324207192982 "Time" "SD" "WALKING"
"2227" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.166840713631579 "Time" "Mean" "WALKING"
"2228" 6 "Body" "Accelerometer" NA "Magnitude" NA 57 -0.266734167368421 "Time" "SD" "WALKING"
"2229" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 0.0699585876912281 "Time" "Mean" "WALKING"
"2230" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 -0.0164831715964912 "Time" "Mean" "WALKING"
"2231" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.00738931200701754 "Time" "Mean" "WALKING"
"2232" 6 "Body" "Accelerometer" "Jerk" NA "X" 57 -0.132784766936842 "Time" "SD" "WALKING"
"2233" 6 "Body" "Accelerometer" "Jerk" NA "Y" 57 0.00808897373684211 "Time" "SD" "WALKING"
"2234" 6 "Body" "Accelerometer" "Jerk" NA "Z" 57 -0.575777466491228 "Time" "SD" "WALKING"
"2235" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.195117026052632 "Time" "Mean" "WALKING"
"2236" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 57 -0.0706029648421053 "Time" "SD" "WALKING"
"2237" 6 "Gravity" "Accelerometer" NA NA "X" 57 0.958067455087719 "Time" "Mean" "WALKING"
"2238" 6 "Gravity" "Accelerometer" NA NA "Y" 57 -0.214694852280702 "Time" "Mean" "WALKING"
"2239" 6 "Gravity" "Accelerometer" NA NA "Z" 57 0.0331888826842105 "Time" "Mean" "WALKING"
"2240" 6 "Gravity" "Accelerometer" NA NA "X" 57 -0.977779896491228 "Time" "SD" "WALKING"
"2241" 6 "Gravity" "Accelerometer" NA NA "Y" 57 -0.964248568070175 "Time" "SD" "WALKING"
"2242" 6 "Gravity" "Accelerometer" NA NA "Z" 57 -0.957205025789474 "Time" "SD" "WALKING"
"2243" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 57 -0.166840713631579 "Time" "Mean" "WALKING"
"2244" 6 "Gravity" "Accelerometer" NA "Magnitude" NA 57 -0.266734167368421 "Time" "SD" "WALKING"
"2245" 6 NA "Gyroscope" NA NA "X" 48 0.0633716052854167 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2246" 6 NA "Gyroscope" NA NA "Y" 48 -0.130327465789583 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2247" 6 NA "Gyroscope" NA NA "Z" 48 0.15284524938125 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2248" 6 NA "Gyroscope" NA NA "X" 48 -0.286724914610417 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2249" 6 NA "Gyroscope" NA NA "Y" 48 -0.235470976166667 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2250" 6 NA "Gyroscope" NA NA "Z" 48 -0.275667262770833 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2251" 6 NA "Gyroscope" NA "Magnitude" NA 48 -0.0143735434 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2252" 6 NA "Gyroscope" NA "Magnitude" NA 48 -0.242353857320833 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2253" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 48 -0.132705384364583 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2254" 6 NA "Gyroscope" "Jerk" "Magnitude" NA 48 -0.145733545496458 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2255" 6 "Body" "Accelerometer" NA NA "X" 48 0.328308506041667 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2256" 6 "Body" "Accelerometer" NA NA "Y" 48 0.339771173822917 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2257" 6 "Body" "Accelerometer" NA NA "Z" 48 -0.277602590916667 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2258" 6 "Body" "Accelerometer" NA NA "X" 48 0.403369766666667 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2259" 6 "Body" "Accelerometer" NA NA "Y" 48 0.283247837625 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2260" 6 "Body" "Accelerometer" NA NA "Z" 48 -0.4060143105 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2261" 6 "Body" "Accelerometer" NA "Magnitude" NA 48 0.395958034583333 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2262" 6 "Body" "Accelerometer" NA "Magnitude" NA 48 0.1446227570625 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2263" 6 "Body" "Accelerometer" "Jerk" NA "X" 48 0.136554991314583 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2264" 6 "Body" "Accelerometer" "Jerk" NA "Y" 48 0.1372024523 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2265" 6 "Body" "Accelerometer" "Jerk" NA "Z" 48 -0.283086205125 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2266" 6 "Body" "Accelerometer" "Jerk" NA "X" 48 0.0886515099394167 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2267" 6 "Body" "Accelerometer" "Jerk" NA "Y" 48 0.341242392604167 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2268" 6 "Body" "Accelerometer" "Jerk" NA "Z" 48 -0.389057047125 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2269" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 48 0.243834258785417 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"2270" 6 "Body" "Accelerometer" "Jerk" "Magnitude" NA 48 0.15480886140625 "Freq" "SD" "WALKING_DOWNSTAIRS"
"2271" 6 NA "Gyroscope" NA NA "X" 48 -0.0960837437708333 "Time" "Mean" "WALKING_DOWNSTAIRS"
